condition_concept_id,concept_name
73842,"Enthesopathy of elbow region"
74138,"Pathological fracture of vertebra"
201801,"Primary malignant neoplasm of fallopian tube"
30683,"Hemoglobin SS disease without crisis"
314664,"Long QT syndrome"
192577,"Carcinoma in situ of female genital organ"
140681,"Constitutional aplastic anemia"
195581,"Peritoneal adhesion"
196160,"Fistula of intestine"
193252,"Diverticulosis of small intestine"
28779,"Bleeding esophageal varices"
197329,"Acute renal failure due to acute cortical necrosis"
26942,"Hemoglobin SS disease with crisis"
25518,"Sickle cell trait"
43530640,"Hypnic headache"
40479607,"Stress fracture of metatarsal bone"
432582,"Neoplastic disease of uncertain behavior"
436083,"Protein-deficiency anemia"
435875,"Complication of pregnancy, childbirth and/or the puerperium"
436067,"Simple schizophrenia"
40480852,"Aseptic necrosis of bone of jaw"
319728,"Coxsackie myocarditis"
435903,"Juvenile osteochondrosis of foot"
440638,"Lyme disease"
380038,"Viral conjunctivitis"
376224,"Spina bifida without hydrocephalus"
438531,Chondromalacia
4092161,"Perforated diverticulum of small intestine"
377821,"Neurological disorder associated with type 1 diabetes mellitus"
443726,"Sickle cell-hemoglobin C disease without crisis"
4193570,"Hearing test abnormal"
40482507,"Incipient senile cataract"
4147466,"Panic disorder with agoraphobia"
4112529,"Chronic ulcerative rhinitis"
194755,"Abdominal tenderness of left lower quadrant"
198199,Pyelonephritis
75637,"Acquired postural kyphosis"
439253,"Bipolar affective disorder, currently depressed, mild"
372313,"Benign exertional headache"
313224,"Anomalous atrioventricular excitation"
42873157,"Intracranial hemorrhage following injury"
4093193,"Elbow stiff"
432795,"Traumatic AND/OR non-traumatic injury"
443366,"Deformity of breast"
443800,Amenorrhea
79119,"Thoracic spondylosis with myelopathy"
74777,"Closed fracture of talus"
75954,"Sprain of interphalangeal joint of finger"
79939,"Sprain of ligament of tarsometatarsal joint"
433513,"Acute epiglottitis with obstruction"
436940,"Metabolic syndrome X"
259848,"Chronic rhinitis"
197607,"Excessive and frequent menstruation"
439150,"Hypersomnia with sleep apnea"
254058,"Acute bronchiolitis due to respiratory syncytial virus"
199078,"Vaginal wall prolapse"
198263,"Right upper quadrant pain"
81106,"Acquired genu varum"
195007,"Female stress incontinence"
138384,"Acquired hypothyroidism"
72926,"Labyrinthine fistula"
432285,"Recurrent major depressive episodes"
72401,"Kashin-Bek disease"
441006,"Soemmerring's ring"
4316083,"Skin lesion"
442276,"Closed medial dislocation of proximal end of tibia"
440088,"Academic underachievement disorder"
4093672,"Knee stiff"
312940,"Acute-on-chronic respiratory failure"
135939,"Closed fracture of sternal end of clavicle"
137626,"Seborrheic dermatitis of scalp"
79118,"Deformity of calcaneum"
193429,"Leukemic reticuloendotheliosis of intra-abdominal lymph nodes"
196029,"Hepatic coma due to viral hepatitis"
201531,"Type 1 diabetes mellitus with hyperosmolar coma"
377001,"Nonruptured cerebral aneurysm"
379805,Myopia
437831,"Recurrent manic episodes, in full remission"
434321,"Schizoaffective schizophrenia in remission"
376382,"Tension-type headache"
316437,"Cerebral atherosclerosis"
381574,"Exostosis of external ear canal"
433466,"Childhood and adolescent relationship problem"
439256,"Bipolar affective disorder, currently manic, severe, with psychosis"
375229,"Organic delusional disorder"
435226,"Bipolar affective disorder, current episode mixed"
438406,"Severe major depression, single episode, with psychotic features"
256197,"Rheumatoid lung disease"
439678,"Kashin-Beck disease of the shoulder region"
4294302,"T-lymphocyte immunodeficiency"
4211231,"Panic disorder without agoraphobia"
40483111,"Mental disorder due to drug"
4117881,"Elbow joint effusion"
4110815,"Sensorineural hearing loss, bilateral"
438882,"Closed fracture of neck of metacarpal bone"
4100366,"Acute exacerbation of chronic schizophrenia"
443237,"Manic disorder, single episode"
441855,"Epiphora due to excess lacrimation"
440983,"Psychogenic paranoid psychosis"
436385,"Chronic disorganized schizophrenia with acute exacerbations"
435236,"Acute exacerbation of chronic schizoaffective schizophrenia"
4273391,"Suicidal thoughts"
375277,"Non-infectious pinna disorders"
4304010,"Phobic disorder"
443582,"Arthropathy of joint of hand"
439249,"Mixed bipolar affective disorder, mild"
433996,"Catatonic schizophrenia"
4134120,"Cerebral palsy"
438583,"Open fracture of femur"
40481354,"Speech and language deficit as late effect of cerebrovascular accident"
437496,"Epidemic vertigo"
436386,"Severe depressed bipolar I disorder with psychotic features"
436676,"Posttraumatic stress disorder"
434911,"Recurrent major depressive episodes, severe, with psychosis"
377875,"Idiopathic corneal edema"
316127,"Vitreous opacities"
374915,"Localization-related epilepsy"
432600,"Stress reaction causing mixed disturbance of emotion and conduct"
78517,"Multiple joint pain"
194265,Cryptosporidiosis
197823,"Lipoma of spermatic cord"
373995,Delirium
44782446,"Pressure ulcer of ankle"
4161462,"Patient post percutaneous transluminal coronary angioplasty"
439717,"Active cochleovestibular M̩ni̬re's disease"
4184709,"Finding of finger joint"
380986,"Senile dementia with delusion"
199872,"Chronic pyelonephritis without medullary necrosis"
193666,"Injury of hip region"
28179,"Polyp of vocal cord or larynx"
80495,"Palindromic rheumatism of the pelvic region and thigh"
137350,"Radiation dermatitis"
77734,"Contusion of lower leg"
140168,Psoriasis
78243,"Congenital spondylolysis of lumbosacral region"
81930,"Transient arthropathy"
40482301,"Residual cognitive deficit as late effect of cerebrovascular accident"
434277,"Haemophilus influenzae infection"
436021,"Cutaneous diphtheria"
435742,"Disease due to Gram-negative bacteria"
196217,"Congenital anomaly of diaphragm"
198715,"Premature menopause"
193322,"Right lower quadrant pain"
198100,"Carcinoid tumor of small intestine"
136056,"Chronic monocytic leukemia"
200680,"Neoplasm of bladder"
254676,"Lung involvement associated with another disorder"
195213,Hyperaldosteronism
78842,"Acquired postural lordosis"
80497,"Disorder of cervical spine"
260131,"Disorder of bronchus"
253788,"Nasal polyp"
4103640,"Amputated foot"
261599,"Vocal cord palsy"
78011,"Sprain of metacarpophalangeal joint"
81931,"Psoriasis with arthropathy"
135893,"Pressure ulcer of heel"
78230,"Rheumatoid arthritis with organ / system involvement"
135895,"Variation in hair color"
133283,"Pyoderma gangrenosum"
75621,"Acute polyarticular juvenile rheumatoid arthritis"
138239,"Finding of limb structure"
80800,Polymyositis
80182,Dermatomyositis
23799,"Pharynx or nasopharynx edema"
443438,"Claw hand - acquired"
4138403,"Polyp of nasal sinus"
134461,"Tietze's disease"
140273,"Contusion of forearm"
78516,"Arthralgia of the upper arm"
138723,"Acquired red cell aplasia"
78238,"Rupture of synovium"
377879,"Cholesteatoma of middle ear and mastoid"
373785,"Disorder of lens"
432311,"Angle-closure glaucoma - borderline"
375278,"Acquired stenosis of external ear canal secondary to inflammation"
372322,"Senile entropion"
376707,"Acute conjunctivitis"
381864,"Subjective tinnitus"
77076,"Diastasis of muscle"
197035,"Acute pyelonephritis with medullary necrosis"
4114765,"Transient arthropathy-knee"
4223483,Impairment
4068379,"Inflammatory spondylopathy associated with another disorder"
4110947,"Malignant secondary renovascular hypertension"
440696,Cyclothymia
44782447,"Pressure ulcer of hip"
437837,"Single major depressive episode, moderate"
44783376,Monoarthritis
440091,"Introverted personality disorder"
76130,"Inactive M̩ni̬re's disease"
81705,"Open dislocation of knee"
81378,"Chondromalacia of patella"
78272,"Sprain of wrist"
74124,"Traumatic arthropathy"
40493038,"Sepsis due to Gram negative bacteria"
43020429,"Adult victim of sexual abuse"
440990,Chorea
4175447,"Complex regional pain syndrome, type I"
376383,"Alcohol-induced organic mental disorder"
374034,"Visual disturbance"
377274,"Nonsenile cataract"
381279,"Tetanic cataract"
380707,Metamorphopsia
4157605,"Infection due to resistant organism"
432296,"Coagulation factor deficiency syndrome"
379784,"Senile dementia with depression"
438064,"Bacterial infection due to Pseudomonas"
4285308,"Chronic gouty arthritis"
437241,"Qualitative platelet disorder"
443614,"Chronic kidney disease stage 1"
45769442,"Acute severe exacerbation of allergic asthma"
380701,"Diffuse Lewy body disease"
141825,"Simple goiter"
314667,"Nonpyogenic thrombosis of intracranial venous sinus"
193016,"Cystic disease of kidney"
436110,"Glaucoma associated with ocular inflammation"
4092879,"Absent kidney"
4091469,"Malignant neoplasm of nipple and areola of male breast"
441283,"Recurrent iridocyclitis"
441582,"Anterior scleritis"
78804,"Fibrocystic disease of breast"
436200,"Nodular tenosynovitis"
434657,"Weakness of face muscles"
434621,"Autoimmune disease"
440105,"Aqueous humor misdirect"
434337,"Retinal vascular disorder"
201965,Shock
444079,"Psychogenic fugue"
140672,"Acute monocytic leukemia in remission"
433813,"Bladder neck obstruction"
372906,"Blindness - both eyes"
133737,"Acute thyroiditis"
29056,Sialoadenitis
140976,"Toxic uninodular goiter"
201908,"Chronic pyelonephritis with medullary necrosis"
317510,Leukemia
433978,"Benign neoplasm of hypopharynx"
433750,"Single major depressive episode, in full remission"
374642,"Total traumatic cataract"
443615,"Refractory migraine"
198810,"Vulval intraepithelial neoplasia grade 2"
193165,"Disorder of adrenal gland"
198475,"Gallstone ileus"
201914,"Premenopausal menorrhagia"
437854,"Cataplexy and narcolepsy"
374326,"Arteriosclerotic dementia with depression"
434656,"Vertebral artery syndrome"
433740,"Immunodeficiency disorder"
372641,"Localized vascularization of cornea"
375256,"Anterior subcapsular polar senile cataract"
379031,"Pain in eye"
377263,"Myoneural disorder"
377842,"Frontal lobe syndrome"
374055,"Basilar artery syndrome"
443571,"Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma"
376395,"Mononeuritis multiplex"
4002650,"Plantar fasciitis"
4093228,"Disorder of soft tissue of lower limb"
438767,"Staphyloma posticum"
4007453,Gammopathy
440690,"Social phobia"
441615,Trigonitis
440075,"Recurrent major depressive episodes, in full remission"
40481763,"Acute exacerbation of chronic asthmatic bronchitis"
72992,"Allergic arthritis"
135611,"Furuncle of hand"
138844,"Foreign body granuloma of muscle"
196159,"Old laceration of muscles of pelvic floor"
133714,"Malignant melanoma of skin of trunk"
75667,"Sprain of calcaneofibular ligament"
138592,"Open wound of lip with complication"
133569,Fasciitis
78236,"Muscle atrophy"
193693,"Viral hepatitis without hepatic coma"
134746,"Finger clubbing"
4331508,"Increased cancer antigen 125"
4178792,"Anemia due to chemotherapy"
4197476,"Localized, primary osteoarthritis of the wrist"
4019263,"Concussion with less than 1 hour loss of consciousness"
442325,"Furuncle of foot"
439857,"Parainfluenza virus pneumonia"
4184252,"Finding of neck region"
260430,"Pneumonia due to Escherichia coli"
194526,"Injury of trunk"
255302,"Spontaneous pneumothorax"
193795,"Acute gastric ulcer with hemorrhage but without obstruction"
195743,"Diphtheritic cystitis"
255677,"Open wound of nose without complication"
194986,"Acute peptic ulcer with hemorrhage, with perforation AND with obstruction"
4116144,"Arthropathy associated with respiratory disorder"
438887,"Closed fracture of shaft of femur"
4114428,"Arthropathy associated with dermatological disorder"
73045,"Sprain of hand"
134452,"Olecranon bursitis"
76202,"Non-traumatic rupture of Achilles tendon"
133857,"Acquired deformity of limb"
137213,"Dermal mycosis"
75345,"Hemarthrosis of shoulder region"
73301,"Synovitis/tenosynovitis - wrist"
435553,Epiphora
379811,"Hypermature cataract"
75941,"Closed fracture of one rib"
437326,"Chronic gastrojejunal ulcer with hemorrhage AND with perforation but without obstruction"
437402,"Closed fracture of sixth cervical vertebra"
372905,"Myotonic cataract"
79964,"Open wound of breast without complication"
137945,"Pressure ulcer stage 2"
136933,"Dyshormonogenic goiter"
138278,"Sprains and strains of joints and adjacent muscles"
132776,"Injury involving multiple body regions"
73841,"Multiple stiff joints"
76150,"Ulcer of rectum"
193807,"Anorectal fistula"
197603,"Intestinal volvulus"
195312,"Functional disorder of bladder"
192273,"Benign neoplasm of adrenal gland"
253717,"Secondary malignant neoplasm of respiratory tract"
193242,"Perforation of intestine"
195590,"Urethral stricture"
196168,"Irregular periods"
260135,"Complete bilateral paralysis of vocal cords"
198194,"Female genital organ symptoms"
201885,"Chronic gastric ulcer with hemorrhage AND with obstruction"
314659,Arteritis
200780,"Disorder of uterus"
200779,"Polyp of corpus uteri"
192368,"Old vaginal laceration"
192667,"Atrophic gastritis"
434402,"Acute duodenal ulcer with hemorrhage but without obstruction"
439944,"Subarachnoid hemorrhage following injury without open intracranial wound AND with no loss of consciousness"
44783163,"Pressure ulcer of lower back"
40484167,"Arteriosclerosis of artery of extremity"
434581,"African histoplasmosis"
440320,"Infection due to Escherichia coli"
436510,"Acquired cavus deformity of foot"
441002,"Dementia of frontal lobe type"
37019054,"Circadian rhythm sleep disorder of shift work type"
381013,"Impairment level: one eye: severe impairment: other eye: not specified"
381252,"Benign neoplasm of eye"
44782718,"Acute combined systolic and diastolic heart failure"
4198962,"Amputated thumb"
4079936,"Convalescence after chemotherapy"
440756,"Chronic duodenal ulcer with hemorrhage, with perforation AND with obstruction"
135340,"Pressure ulcer stage 3"
77407,"Open traumatic dislocation hip joint, anterior"
376961,"Disturbance of consciousness"
432864,"Acute schizophrenic episode"
380093,"Episodic cluster headache"
377864,"Cataract associated with radiation"
435658,"Atypical squamous cells on vaginal Papanicolaou smear cannot exclude high grade squamous intraepithelial lesion"
378696,"Primary malignant neoplasm of choroid"
378125,"Presenile dementia"
443528,"Recurrent hypersomnia"
439125,"Complete trisomy 21 syndrome"
43531045,"Lesion of nerve root and/or plexus"
440980,"Atypical manic disorder"
440989,"Intermittent explosive disorder"
133547,Pyoderma
433975,"Primary malignant neoplasm of cranial nerve"
316137,"Phlebitis and/or thrombophlebitis of iliac vein"
433516,Duodenitis
196061,"Benign neoplasm of stomach"
25582,"Tracheoesophageal fistula"
76161,"Impotence of organic origin"
25844,"Ulcer of esophagus"
319038,"Postmyocardial infarction syndrome"
437251,"Benign neoplasm of pituitary gland and craniopharyngeal duct"
433208,"Disorder of pulmonary circulation"
4011175,"Hyponasality syndrome"
4262519,"Female sexual arousal disorder"
4128219,"Urate nephropathy"
256717,Bronchospasm
198464,"Incisional hernia"
197023,"Bilateral inguinal hernia"
79102,"Arthropathy associated with a hematological disorder"
30361,"Hypoglycemic disorder"
24612,"Multiple endocrine neoplasia, type 2"
31821,"Disorder of endocrine system"
443558,"Allergic rhinitis due to animal dander"
201907,"Edema of male genital organs"
196431,"Hypersensitivity angiitis"
201621,"Chronic cystitis"
141663,Osteomyelitis
199065,"Stricture of ureter"
134618,"Toxic diffuse goiter with thyrotoxic crisis"
372317,"Impairment level: better eye: near-total impairment: lesser eye: total impairment"
439349,"Cystitis associated with another disorder"
40480602,"Acute on chronic systolic heart failure"
432244,"Streptobacillary fever"
43531027,"Mononeuropathy of upper limb"
80804,"Allergic arthritis of multiple sites"
432447,"Atypical glandular cells on cervical Papanicolaou smear"
373769,"Nuclear cataract"
74174,"Urinary symptoms"
77673,"Sign or symptom of the urinary system"
436164,"Corpus luteum cyst"
198803,"Benign prostatic hyperplasia"
197913,"Disorder of function of stomach"
4290000,Mumps
444455,"Benign neoplasm of soft tissues of head"
441077,"Stenosis of cervix"
4038835,"Hodgkin's disease"
197610,"Cyst of ovary"
4021606,"Age AND/OR growth finding"
376657,"Lipoma of skin and subcutaneous tissue of face"
40479241,"Chondrocalcinosis of wrist joint"
433168,"Iron deficiency anemia secondary to inadequate dietary iron intake"
77072,"Joint effusion of ankle AND/OR foot"
78633,"Heat cramp"
138845,Rheumatism
141933,"Alopecia areata"
438960,Anthrax
4347525,"Disseminated atypical mycobacterial infection"
28281,"Open wound of larynx with trachea without complication"
319041,"Orthostatic hypotension"
140570,"Open wound of back, uncomplicated"
194476,"Abdominal rigidity of epigastrium"
258180,"Pneumonia due to Gram negative bacteria"
258787,"Spontaneous tension pneumothorax"
436326,"Faucial diphtheria"
4070679,"Postthrombotic syndrome"
439794,"Central sleep apnea syndrome"
434172,"Insomnia with sleep apnea"
438178,"Postmastectomy lymphedema syndrome"
137443,"Mechanical complication due to skin graft failure AND/OR rejection"
133725,"Carcinoma in situ of skin of lip"
75382,"Closed fractures of tarsal AND metatarsal bones"
78193,"Orchitis and epididymitis"
77362,"Stress fracture of pelvis"
73153,"Malignant neoplasm of lateral wall of urinary bladder"
138713,"Disorder of parathyroid gland"
40480261,"Paronychia of finger"
436092,"Pick's disease"
432611,"Explosive personality disorder"
434824,"Injury of cranial nerve"
437118,"Open fracture of shaft of fibula"
443879,"Epididymo-orchitis with abscess"
374037,"Night blindness"
375264,"Impairment level: one eye: near-total impairment: other eye: normal vision"
194083,"Vaginitis and vulvovaginitis"
195592,"Female chronic pelvic peritonitis"
376691,"Old partial retinal detachment"
378424,Astigmatism
433195,"Transient arterial retinal occlusion"
372912,"Visual discomfort"
435561,"Certain current complications following acute myocardial infarction"
316135,"Atrioventricular block"
318448,"Second degree atrioventricular block"
435931,"Open skull fracture with intracranial hemorrhage"
381966,"Moderate loss of consciousness"
439937,"C-reactive protein abnormal"
443520,"Retinopathy of prematurity stage 5 - total retinal detachment"
438066,"Chlamydial infection"
321588,"Heart disease"
198401,"Neoplasm of uncertain behavior of bladder"
138996,"Carcinoma in situ of skin"
24884,"Benign neoplasm of carotid body"
77923,"Eosinophilic colitis"
138886,"Closed traumatic dislocation of vertebra"
40481042,"Acute diastolic heart failure"
4246127,"Malignant neoplasm of liver"
4160859,"Methicillin resistant staphylococcus aureus carrier"
440238,"Closed fracture of metatarsal bone"
45772779,"Internal carotid artery dissection"
438761,"Acute dacryocystitis"
442782,"Multiple defects of retina without detachment"
134453,Bursitis
137345,"Pressure ulcer stage 4"
258453,"Acute upper respiratory infection of multiple sites"
133278,"Disorder of hair"
432869,"Hemorrhagic disorder due to circulating anticoagulants"
433997,Lymphangioma
437386,"Open skull fracture with intracranial injury"
437584,Ataxia
375776,"Hemangioma of retina"
4097159,"Hip stiff"
376973,"Cataract secondary to ocular disease"
320416,"Diseases of mitral and aortic valves"
75036,"Localized, primary osteoarthritis of the hand"
79740,"Overlapping malignant neoplasm of colon"
432554,"Human immunodeficiency virus II infection"
436059,"Multiple myeloma in remission"
81945,"Palindromic rheumatism of multiple sites"
137379,"Musculoskeletal symptom"
133154,"Plasma cell leukemia"
74135,"Disorder of synovium"
200588,"Injury of abdomen"
4291649,"Upper gastrointestinal hemorrhage"
4050999,"Shoulder-hand syndrome"
4000609,"Disorder of upper gastrointestinal tract"
4266046,"Disorder of skin of neck"
444125,"Satisfactory for evaluation but limited by absence of an endocervical/transformation zone component from a patient with a cervix"
444200,"Neoplasm of nervous system"
443735,"Coma associated with diabetes mellitus"
73008,Enthesopathy
132446,"Congenital anomaly of skin"
31335,"Acute peptic ulcer with hemorrhage but without obstruction"
378414,"Retinal detachment"
375538,"Degeneration of macula due to cyst, hole or pseudohole"
436145,"Pneumonia due to respiratory syncytial virus"
4184875,"Amputated at shoulder"
43531583,"Visual disturbance as sequela of cerebrovascular disease"
4326837,"Infection due to mycobacteria resistant to multiple antimycobacterial agents"
373724,"Neoplasm of brain"
443465,"Dysphagia as a late effect of cerebrovascular accident"
436339,"Bacterial infection due to Klebsiella pneumoniae"
444239,"Postprocedural state finding"
439211,"Injury of musculocutaneous nerve"
436235,"Taste sense altered"
376105,"West syndrome"
440846,"Blood coagulation disorder, categorized by value of screening test"
433467,"Sleep-wake schedule disorder, delayed phase type"
376714,"Vertebrobasilar artery syndrome"
438873,"Closed fracture of base of skull with intracranial hemorrhage"
40479642,"Pneumonia due to Severe acute respiratory syndrome coronavirus"
440372,"Acquired thrombocytopenia"
439222,"Corticosteroids adverse reaction"
441321,"Chronic nasopharyngitis"
442993,"Open fracture of base of skull with intracranial injury, with 1-24 hours loss of consciousness"
40490423,"Incontinence without sensory awareness"
198599,"Injury of ovarian artery"
137652,"Specific bursitis often of occupational origin"
136203,"Contracture of palmar fascia"
137005,"Tracheostomy complication"
201905,"Constipation by outlet obstruction"
133646,"Injury of digital nerve"
201345,"Bladder fistula"
138641,"Foreign body in tracheobronchial tree"
198465,"Megacolon, not Hirschsprung's"
4295287,"Hypercoagulability state"
438364,Rhinosporidiosis
40480429,"Hemiplegia of nondominant side"
22856,"Polyglandular dysfunction"
440612,"Toxic effect of tobacco and nicotine"
435774,"Disorder of amino acid metabolism"
434675,"Complication of gastrostomy"
436093,"Disseminated intravascular coagulation"
380097,"Diabetic macular edema"
375525,"Athetoid cerebral palsy"
439787,"Ascorbic acid deficiency"
434310,Pellagra
434007,"Hereditary factor VIII deficiency disease"
374342,"Headache associated with sexual activity"
437258,"Adjustment disorder with withdrawal"
437409,"Intracranial injury"
436076,"Adjustment disorder with mixed disturbance of emotions AND conduct"
432881,Pancytopenia
440863,"Open intertrochanteric fracture"
314369,"Malignant hypertensive heart disease without congestive heart failure"
433524,"Disorder of appendix"
376686,"Polyneuropathy associated with another disorder"
75042,"Allergic arthritis of the shoulder region"
441604,"Acute appendicitis without peritonitis"
440971,"Neoplasm of uncertain behavior of testis"
435516,"Lipoprotein deficiency disorder"
200349,"Malignant lymphoma of intra-abdominal lymph nodes"
77719,"Open wound of upper arm without complication"
252658,"Intrinsic asthma without status asthmaticus"
261324,"Pneumonia due to Streptococcus"
72618,"Disorder of skeletal muscle"
197593,"Impaction of intestine"
200766,"Ureteric fistula"
441846,"After-cataract not obscuring vision"
441827,"Disorder of amino acid and organic acid metabolism"
72481,"Open wound of wrist with complication"
73291,"Palindromic rheumatism of the ankle and/or foot"
435224,Leukopenia
433097,"Toxic effect of noxious substance eaten as food"
437754,"Toxic effect of metal"
373182,"Amyotrophic lateral sclerosis"
437116,"Closed fracture of distal end of radius"
435371,Hypothermia
4116936,"Transient arthropathy of shoulder"
442424,"Walking difficulty due to pelvic region and thigh"
440543,"Fracture of tibia"
24076,"Chronic peptic ulcer with hemorrhage AND obstruction"
137820,"Postoperative hypothyroidism"
4323686,"Bilious vomiting"
140062,"Iodine hypothyroidism"
138387,Thyrotoxicosis
4057039,"Fat embolism"
441836,"Depressed bipolar I disorder"
4266169,"Disorder of body cavity"
4241530,"Asymptomatic human immunodeficiency virus infection"
4027310,"Impairment of voice production"
440077,"Subchronic latent schizophrenia"
438843,"Non-traumatic rupture of patellar tendon"
432312,"Chronic angle-closure glaucoma"
378743,"Mild non-proliferative diabetic retinopathy"
441364,"Complication of the puerperium"
377286,"Visual field defect"
437544,"Arterial retinal branch occlusion"
435376,"Multiple fractures involving skull and facial bones"
435411,"Injury at C5-C7 level with spinal cord injury AND without bone injury"
4086841,"Consciousness unimpaired"
193863,"Congenital abnormality of lower limb AND/OR pelvic girdle"
140960,"Secondary malignant neoplasm of female breast"
195019,"Pelvic soft tissue abnormality in pregnancy, childbirth and the puerperium with antenatal problem"
81251,"Neoplasm of breast"
198131,"Psychologic vaginismus"
73575,"Deformity of toe"
197036,"Vesicoureteric reflux"
194091,"Calculus in urethra"
254669,"Disorder of vocal cord"
260028,"Post measles pneumonia"
201900,"Neurogenic bowel"
197609,"Cervical, vaginal and vulval inflammatory diseases"
139912,"Spondylosis with myelopathy"
137733,"Abrasion and/or friction burn of hand without infection"
133650,"Complication of reattached forearm"
75622,"Monarticular juvenile rheumatoid arthritis"
137695,"Closed fracture of T1-T6 level with anterior cord syndrome"
28396,"Hereditary hemolytic anemia"
81636,"Excessive fetal growth affecting management of mother"
133834,"Atopic dermatitis"
140555,"Open dislocation of metatarsal joint"
75046,"Old bucket handle tear of medial meniscus"
4163280,"Tinea of perianal region"
44783165,"Pressure ulcer of upper back"
437243,"Acute exacerbation of chronic paranoid schizophrenia"
436075,"Adjustment disorder with anxious mood"
373999,"Diabetic oculopathy associated with type 1 diabetes mellitus"
433751,"Prolonged depressive adjustment reaction"
435219,"Schizophrenia in remission"
436959,"Compulsive gambling"
437528,"Bipolar affective disorder, currently depressed, moderate"
434904,"Persistent hypersomnia"
440795,"Complication occurring during labor and delivery"
433690,"Rat bite fever"
375252,"Disorder of eye"
4197477,"Localized, primary osteoarthritis of elbow"
439312,"Nondependent mixed drug abuse"
436953,"Continuous chronic alcoholism"
4029498,"Seizure disorder"
40483183,"Idiopathic hypersomnia associated with long sleep time"
438119,"Recurrent manic episodes, mild"
4106172,"Traumatic injury of common peroneal nerve"
441919,"Twin pregnancy"
4049367,"Psychologic conversion disorder"
4299862,"Pneumonia due to Histoplasma capsulatum"
4333667,"Presbyophrenic psychosis"
438884,"Fracture of upper end of lower leg"
375827,"Acute serous otitis media"
432417,"Acquired hallux malleus"
380728,"Filamentary keratitis"
432257,"Primary malignant neoplasm of transverse colon"
74373,Petrositis
4104157,"Genital finding"
438422,"Primary iridocyclitis"
4032530,"Total urinary incontinence"
72711,"Shoulder stiff"
79121,"Aseptic necrosis of talus"
433197,"Pseudoexfoliation of lens capsule"
201066,"Obstruction of bile duct"
192363,"Obstruction of gallbladder"
201093,"Infection of skin AND/OR subcutaneous tissue"
442308,"Abrasion and/or friction burn of thigh without infection"
73068,"Superficial foreign body of finger without major open wound but with infection"
74464,"Idiopathic scoliosis AND/OR kyphoscoliosis"
138718,"Hyperthyroidism due to ectopic thyroid tissue"
80806,"Climacteric arthritis of multiple sites"
197028,"Calculus of lower urinary tract"
253549,"Disorder of connective tissue"
73712,"Malignant tumor of vault of bladder"
78771,"Labyrinthine dysfunction"
78507,"Pathological dislocation of shoulder region"
4273095,"Acute tracheitis without obstruction"
444369,Hyperosmolality
40487064,"Sepsis due to Escherichia coli"
442603,"Malignant hypertensive heart AND renal disease"
4015717,"Amebiasis carrier"
4162993,"Malignant neoplasm of skin of lower limb"
376525,"Audiogram abnormal"
31668,"Acquired deformity of neck"
23245,"Esophageal bleeding"
132412,"Post-laminectomy syndrome"
437078,"Large head"
4280828,"Infectious disease carrier"
378741,"Brachial plexus disorder"
321661,"Spinal stenosis of thoracic region"
435786,"Disorder of sleep-wake cycle"
137858,"Thoracic radiculopathy"
134312,"Iatrogenic hypothyroidism"
439156,"Finding of neonate"
374914,Tetraplegia
78606,"Open wound of elbow without complication"
75052,"Enthesopathy of wrist AND/OR carpus"
201517,"Primary malignant neoplasm of urachus"
137053,"Seborrheic dermatitis"
132703,"Lichen planus"
438172,"Atrial septal defect as current complication following acute myocardial infarction"
4230641,"Chronic pansinusitis"
77066,"Derangement of medial meniscus"
255848,Pneumonia
73183,"Myotonic disorder"
195212,Hypercortisolism
196925,"Secondary malignant neoplasm of retroperitoneum and peritoneum"
312927,"Acute cor pulmonale"
435789,"Megaloblastic anemia"
4083695,"Osteoarthritis of elbow"
434193,"Closed traumatic dislocation of distal radioulnar joint of wrist"
435633,"Juvenile osteochondrosis of upper extremity"
138954,"Cutaneous anthrax"
436996,"Thoracoabdominal aortic aneurysm"
443900,"Contact dermatitis due to detergent"
4153877,"Post-traumatic wound infection"
72413,"Nontraumatic rupture of muscle"
138255,"Abnormal cardiovascular function"
74722,"Secondary localized osteoarthrosis of pelvic region"
193818,"Calculus of prostate"
78512,"Joint contracture of the ankle and/or foot"
443392,"Malignant neoplastic disease"
40481901,"Mantle cell lymphoma"
4077218,"Superficial vein thrombosis"
4304916,"Gastrointestinal tract finding"
74855,"Genital herpes simplex"
314463,"Congenital anomaly of aorta"
376131,"Tympanic membrane conductive hearing loss"
433143,"Primary malignant neoplasm of appendix"
436080,"Neoplasm of uncertain behavior of lip, oral cavity and pharynx"
436148,"Chronic duodenal ulcer with hemorrhage but without obstruction"
201231,"Malignant neoplasm of connective and soft tissue of pelvis"
261071,Glomerulosclerosis
198371,"Secondary malignant neoplasm of small intestine"
439871,Hemospermia
4166231,"Genetic predisposition"
434298,"Secondary malignant neoplasm of lymph nodes of upper limb"
436671,"Carcinoma in situ of anal canal"
440029,"Viral disease"
40490993,"Malignant neoplasm of mandible"
438977,"Primary malignant neoplasm of ribs and/or sternum and/or clavicle"
378298,"Mechanical complication due to corneal graft"
441806,"Primary malignant neoplasm of brain stem"
4100252,"Arteriosclerotic dementia with paranoia"
378081,"Overlapping malignant neoplasm of soft tissues"
442182,"Secondary malignant neoplasm of lymph nodes of lower limb"
439666,"Contracture of multiple joints"
376647,"Primary malignant neoplasm of soft tissues"
